"意味順3","私はあなたが2日前に駅で会った少年を知っている", "I know the boy you saw at the station two days ago.", "you", ""
"意味順3","ドアのところに立っている女の子は私の妹です", "The girl who is standing at the door is my sister ", "who", ""
"意味順3","彼は私の兄よりも背が高いです", "He is taller than my brother.", "taller", ""
"意味順3","私の父は家族の中で一番背が高いです", "My father is the tallest in my family.", "tallest", ""
"意味順3","私はデイビッドと同じくらい背が高いです", "I am as tall as David.", "as", ""
"意味順3","ケンはトムよりも速く走ることができる", "Ken can run faster than Tom.", "faster", ""
"意味順3","子どもだったとき私は毎週日曜日に野球をした", "When I was a child, I played baseball every Sunday.", "When", ""
"意味順3","子どもだったとき私は毎週日曜日に野球をした", "I played baseball every Sunday when I was a child.", "when", ""
"意味順3","病気だったので彼女は昨日学校に行かなかった", "Because she was sick, she did not go to school yesterday.", "Because", ""
"意味順3","病気だったので彼女は昨日学校に行かなかった", "She did not go to school yesterday because she was sick.", "because", ""	  
"意味順3","もし明日が晴れなら私たちは動物園に行くだろう", "If it is fine tomorrow, we will go to the zoo.", "If", ""
"意味順3","もし明日が晴れなら私たちは動物園に行くだろう", "We will go to the zoo if it is fine tomorrow", "if", ""	  
"意味順3","私は彼女が正しいと思う", "I think that she is right.", "think", ""
"意味順3","私は彼女が正しくないと思う", "I don't think that she is right.", "don't", ""
"意味順3","私は向こうでテニスをしている女の子を知っている", "I know the girl playing tennis over there.", "playing", ""
"意味順3","私の母はドイツ製の車を持っている", "My mother has a car made in Germany.", "made", ""
"意味順3","図書館には大きなテーブルがある", "There is a big table in the library.", "is", ""
"意味順3","公園にはたくさんの人がいる", "There are a lot of people in the park.", "are", ""
"意味順3","私たちはそのネコをタマと呼ぶ", "We call the cat Tama.", "call", ""
"意味順3","テストの点数を見て私は嬉しくなった", "My test score made me happy.", "made", ""
"152-1","彼女はアメリカ出身ではありません。", "She is not from America.", "She", "" 
"152-1","(続けて)彼は私の友達です。", "He is my friend.", "He", "" 
"152-1","こちらはケンです。", "This is Ken.", "This", "" 
"152-1","(続けて)それはえんぴつです。", "It is a pencil.", "It", "" 
"152-1","(答え)いいえちがいます。", "No, it is not.", "it", "" 
"152-1","(答え)はいそうです。", "Yes, it is.", "it", "" 
"152-1","あれはペンですか。", "Is that a pen?", "Is", "" 
"152-1","あれはあなたのペンです。", "That is your pen.", "That", "" 
"152-1","これは私のかばんです。", "This is my bag.", "This", "" 
"152-1","私はユミではありません。", "I am not Yumi.", "not", "" 
"152-1","(答え)いいえちがいます。", "No, I am not.", "am", "" 
"152-1","(答え)はいそうです。", "Yes, I am.", "am", "" 
"152-1","あなたはユミですか。", "Are you Yumi?", "Are", "" 
"152-1","あなたはユミです。", "You are Yumi.", "are", "" 
"152-1","私はユミです。", "I am Yumi.", "am", "" 
"152-2","(答え)８時です。", "It is eight o'clock.", "It", "" 
"152-2","何時ですか。", "What time is it?", "time", "" 
"152-2","(答え)彼女は私の妹です。", "She is my sister.", "She", "" 
"152-2","ユミは[ユミって]誰ですか。", "Who is Yumi?", "Who", "" 
"152-2","彼女は音楽が好きではありません。", "She does not like music.", "does", "" 
"152-2","(答え)いいえ話しません。", "No, he does not.", "does", "" 
"152-2","(答え)はい話します。", "Yes, he does.", "does", "" 
"152-2","ケンは英語を話しますか。", "Does Ken speak English?", "Does", "" 
"152-2","ケンは英語を話します。", "Ken speaks English.", "speaks", "" 
"152-2","私を見て。", "Look at me.", "Look", "" 
"152-2","公園に行きましょう。", "Let's go to the park.", "Let's", "" 
"152-2","(答え)私は２匹のいぬを飼っています。", "I have two dogs.", "dogs", "" 
"152-2","あなたは何匹の犬を飼っていますか。", "How many dogs do you have?", "many", "" 
"152-2","(答え)私はすしを食べます。", "I eat sushi.", "eat", "" 
"152-2","あなたは何を食べますか。", "What do you eat?", "What", "" 
"152-2","英語はやさしいです。", "English is easy.", "is", "" 
"152-2","(答え)それはかばんです。", "It is a bag.", "It", "" 
"152-2","これは何ですか。", "What is this?", "What", "" 
"152-2","私はサッカーが好きではありません。", "I don't like soccer.", "don't", "" 
"152-2","私はサッカーが好きではありません。", "I do not like soccer.", "not", "" 
"152-2","(答え)いいえしません。", "No, I do not.", "do", "" 
"152-2","(答え)はいします。", "Yes, I do.", "do", "" 
"152-2","あなたは英語を勉強しますか。", "Do you study English?", "Do", "" 
"152-2","私は野球をします。", "I play baseball.", "play", ""
"152-3","(答え)私は夏に泳ぎます。", "I swim in summer.", "in", "" 
"152-3","あなたはいつ泳ぎますか。", "When do you swim?", "When", "" 
"152-3","(答え)いいえひくことができません。", "No, I cannot.", "cannot", "" 
"152-3","(答え)はいひくことができます。", "Yes, I can.", "can", "" 
"152-3","あなたはピアノをひくことができますか。", "Can you play the piano?", "Can", "" 
"152-3","私は上手に泳ぐことができます。", "I can swim well.", "can", "" 
"152-3","気をつけなさい。", "Be careful.", "Be", "" 
"152-3","ドアを開けてはいけません。", "Don't open the door.", "Don't", "" 
"152-3","(答え)私は音楽を聞いています。", "I am listening to music.", "listening", "" 
"152-3","あなたは何をしていますか。", "What are you doing?", "doing", "" 
"152-3","(答え)いいえ使っていません。", "No, I am not.", "am", "" 
"152-3","(答え)はい使っています。", "Yes, I am.", "am", "" 
"152-3","あなたはコンピュータを使っていますか。", "Are you using a computer?", "Are", "" 
"152-3","私はテレビを見ています。", "I am watching TV.", "watching", "" 
"152-3","私は彼女が好きです。", "I like her.", "her", "" 
"152-3","私は彼を知っています。", "I know him.", "him", "" 
"152-3","(答え)(それは)私のものです。", "It is mine.", "mine", "" 
"152-3","これは誰のペンですか。", "Whose pen is this?", "Whose", "" 
"152-3","(答え)(それは)机の上です。", "It is on the desk.", "It", "" 
"152-3","私のぼうしはどこですか。", "Where is my cap?", "Where", "" 
"152-3","(答え)野球です。", "Baseball is.", "is", "" 
"152-3","あなたのお気に入りは野球かサッカーどちらですか。", "Which is your favorite, baseball or soccer?", "Which", "" 
"152-3","(答え)私は青が好きです。", "I like blue.", "like", "" 
"152-3","あなたは何色が好きですか。", "What color do you like?", "color", ""
"152-4","私はこの宿題を終えなければなりません。", "I must finish this homework.", "must", "" 
"152-4","私は今日の午後そこへ行くつもりです。", "I will go there this afternoon.", "will", "" 
"152-4","私はそこに行く必要はありません。", "I don't have to go there.", "have", "" 
"152-4","私は早く起きなければなりません。", "I have to get up early.", "have", "" 
"152-4","私は何か食べるものがほしい。", "I want something to eat.", "something", "" 
"152-4","私はニューヨークを訪れたい。", "I want to visit New York.", "want", "" 
"152-4","私は友達に会うために東京に行きました。", "I went to Tokyo to see my friend.", "to", "" 
"152-4","私を手伝ってくださいませんか。", "Could you help me?", "Could", "" 
"152-4","窓を開けてもいいですか。", "May I open the window?", "May", "" 
"152-4","私たちは彼をサンちゃんと呼びます。", "We call him Sanchan.", "call", "" 
"152-4","彼は私に時計をくれました。", "He gave me a watch.", "gave", "" 
"152-4","(答え)いいえ会うつもりではありません。", "No, I am not.", "am", "" 
"152-4","(答え)はい会うつもりです。", "Yes, I am.", "am", "" 
"152-4","あなたは彼に会うつもりですか。", "Are you going to see him?", "going", "" 
"152-4","私は来年京都を訪れるつもりです。", "I am going to visit Kyoto next year.", "going", "" 
"152-4","あなたはうれしそうです[に見えます]。", "You look happy.", "look", "" 
"152-4","私は本を読んでいました。", "I was reading a book.", "was", "" 
"152-4","(答え)いいえ忙しくありませんでした。", "No, he was not.", "was", "" 
"152-4","(答え)はい忙しかったです。", "Yes, he was.", "was", "" 
"152-4","ケンは昨日忙しかったですか。", "Was Ken busy yesterday?", "Was", "" 
"152-4","私は去年１３歳でした。", "I was thirteen last year.", "was", "" 
"152-4","(答え)お腹が痛いのです。", "I have a stomachache.", "have", "" 
"152-4","どうしたのですか。", "What's wrong?", "wrong", "" 
"152-4","(答え)いいえ食べませんでした。", "No, I did not.", "did", "" 
"152-4","(答え)はい食べました。", "Yes, I did.", "did", "" 
"152-4","あなたは昼食を食べましたか。", "Did you have lunch?", "Did", "" 
"152-4","私は昨日学校に行きました。", "I went to school yesterday.", "went", "" 
"152-4","私は昨夜英語を勉強しました。", "I studied English last night.", "studied", "" 
"152-4","(答え)いいですよ。", "Sure.", "Sure", "" 
"152-4","窓を閉めてくれますか。", "Can you close the window?", "Can", "" 
"152-4","(答え)申し訳ありませんができません。", "I'm sorry, you can't.", "sorry", ""
"152-4","この辞書を使ってもいいですか。", "Can I use this dictionary?", "Can", "" 
"152-5","(答え)いいえ忙しくありません。", "No, he has not.", "has", "" 
"152-5","(答え)はい忙しいです。", "Yes, he has.", "has", "" 
"152-5","あなたのお父さんは先週からずっと忙しいですか。", "Has your father been busy since last week?", "Has", "" 
"152-5","私は１５年間ずっと横浜に住んでいます。", "I have lived in Yokohama for fifteen years.", "have", "" 
"152-5","その知らせは彼女を悲しませました。", "The news made her sad.", "made", "" 
"152-5","(答え)いいえ料理されませんでした。", "No, it was not.", "was", "" 
"152-5","(答え)はい料理されました。", "Yes, it was.", "was", "" 
"152-5","その魚はあなたのお母さんに料理されましたか。", "Was the fish cooked by your mother?", "cooked", "" 
"152-5","英語は多くの人に話されています。", "English is spoken by many people.", "spoken", "" 
"152-5","(答え)いいえけっこうです。", "No, thank you.", "thank", "" 
"152-5","(答え)はいお願いします。", "Yes, please.", "please", "" 
"152-5","お手伝いしましょうか。", "Shall I help you?", "Shall", "" 
"152-5","あなたはユミと同じくらい速く走ることができます。", "You can run as fast as Yumi.", "as", "" 
"152-5","ケンは彼のチームで１番上手な選手です。", "Ken is the best player in his team.", "best", "" 
"152-5","彼女は４人の中で１番きれいです。", "She is the most beautiful of the four.", "most", "" 
"152-5","この本はあの本よりおもしろい。", "This book is more interesting than that one.", "more", "" 
"152-5","ケンは私のクラスで１番背が高い。", "Ken is the tallest in my class.", "tallest", "" 
"152-5","あなたのペンはわたしのものより長い。", "Your pen is longer than mine.", "longer", "" 
"152-5","ギターをひくことはおもしろい。", "Playing the guitar is fun.", "Playing", "" 
"152-5","私たちは音楽を聞いて楽しみました。", "We enjoyed listening to music.", "listening", "" 
"152-5","(答え)いいえいません。", "No, there are not.", "there", "" 
"152-5","(答え)はいいます。", "Yes, there are.", "are", "" 
"152-5","木の下に(何人かの)女の子がいますか。", "Are there any girls under the tree?", "Are", "" 
"152-5","私の家の近くに公園があります。", "There is a park near my house.", "There", "" 
"152-5","どちらのえんぴつがあなたのものですか。", "Which pencil is yours?", "Which", "" 
"152-5","私はとても疲れているので歩くことができません。", "Because I am very tired, I cannot walk.", "Because", "" 
"152-5","私が家に帰った時私の父はテレビを見ていました。", "When I came home, my father was watching TV.", "When", "" 
"152-5","私はその本はおもしろいと思います。", "I think that the book is interesting.", "think", "" 
"152-5","もし明日雨が降れば私は家にいるつもりです。", "If it rains tomorrow, I will stay home.", "rains", "" 
"152-5","ユミさんをお願いします。", "May I speak to Yumi, please?", "May", "" 
"152-5","ここで走ってはいけません。", "You must not run here.", "not", ""
"152-6","彼女が描いた絵は美しい。", "The picture which she painted is beautiful.", "which", "" 
"152-6","これは大阪に行くバスです。", "This is a bus that goes to Osaka.", "that", "" 
"152-6","私には東京に住んでいるおばさんがいます。", "I have an aunt who lives in Tokyo.", "who", "" 
"152-6","これは彼がとった写真です。", "This is a picture he took.", "he", "" 
"152-6","あそこに立っている少年は私の弟です。", "The boy standing over there is my brother.", "standing", "" 
"152-6","これはケンに書かれた手紙です。", "This is a letter written by Ken.", "written", "" 
"152-6","大阪への行き方を教えてくださいませんか。", "Could you tell me how to get to Osaka?", "Could", "" 
"152-6","私はあなたに窓を開けるように言いました。", "I told you to open the window.", "told", "" 
"152-6","私は彼にここに来てほしい。", "I want him to come here.", "want", "" 
"152-6","私にとって英語を話すことは難しい。", "It is difficult for me to speak English.", "to", "" 
"152-6","あなたはコンピューターの使い方を知っていますか。", "Do you know how to use a computer?", "to", "" 
"152-6","(答え)いいえ、結構です。", "No, thank you.", "thank", "" 
"152-6","(答え)はい、お願いします。", "Yes, please.", "please", "" 
"152-6","コーヒーはいかがですか。", "Would you like some coffee?", "Would", "" 
"152-6","私たちといっしょに行きませんか。", "Would you like to go with us?", "Would", "" 
"152-6","私はあなたに会えてうれしい。", "I am glad to see you.", "glad", "" 
"152-6","私はまだ朝食を食べていません。", "I have not eaten breakfast yet.", "yet", "" 
"152-6","あなたはもうその映画を見ましたか。", "Have you seen the movie yet?", "seen", "" 
"152-6","電車はもう出てしまいました。", "The train has already left.", "already", "" 
"152-6","私はちょうど宿題を終えたところです。", "I have just finished my homework.", "just", "" 
"152-6","私は今までに１度も手紙を書いたことがありません。", "I have never written a letter.", "have", "" 
"152-6","(答え)いいえ行ったことがありません。", "No, I have not.", "have", "" 
"152-6","(答え)はい行ったことがあります。", "Yes, I have.", "have", "" 
"152-6","あなたは今までに北海道に行ったことがありますか。", "Have you ever been to Hokkaido?", "been", "" 
"152-6","ユミは昨日からずっと病気で寝ています。", "Yumi has been sick in bed since yesterday.", "been", "" 
"152-6","(答え)私は２年間それを勉強しています。", "I have studied it for two years.", "for", "" 
"152-6","あなたはどのくらい英語を勉強していますか。", "How long have you studied English?", "long", ""
